,abbrev,full,freq,most_freq
3936,Libert,['libertarian'],{'libertarian': 1.0},libertarian
3937,Liberties,['liberties'],{'liberties': 1.0},liberties
3938,Libr,"['libraries', 'libraries', 'Library', 'Library', 'library', 'library', 'libraries', 'libraries', 'libraries', 'library', 'librarianship', 'library', 'Libraries', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'libraries', 'Library', 'Library', 'libraries', 'libraries', 'library', 'Library', 'Library', 'Library', 'Library', 'library', 'librarian', 'Library', 'libraries', 'library']","{'libraries': 0.2571428571428571, 'Library': 0.45714285714285713, 'library': 0.2, 'librarianship': 0.02857142857142857, 'Libraries': 0.02857142857142857, 'librarian': 0.02857142857142857}",Library
3939,Libr.,"['Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'Libraries', 'Library', 'Libraries', 'Libraries', 'Library', 'Library', 'Library', 'Libraries', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library', 'Library.']","{'Library': 0.8387096774193549, 'Libraries': 0.12903225806451613, 'Library.': 0.03225806451612903}",Library
3940,Librar,['librarian'],{'librarian': 1.0},librarian
3941,Librariansh,['librarianship'],{'librarianship': 1.0},librarianship
3942,Library,['The'],{'The': 1.0},The
3943,Libre,['libre'],{'libre': 1.0},libre
3944,Lichenol.,"['Lichenologica', 'Lichenological']","{'Lichenologica': 0.5, 'Lichenological': 0.5}",Lichenologica
3945,Lidu,['lidu'],{'lidu': 1.0},lidu
3946,Liege,"['socialis', 'biologie', 'Socialis', 'Biologie']","{'socialis': 0.25, 'biologie': 0.25, 'Socialis': 0.25, 'Biologie': 0.25}",socialis
3947,Liet,['Lietuvos'],{'Lietuvos': 1.0},Lietuvos
3948,Liet.,['Lietuvos'],{'Lietuvos': 1.0},Lietuvos
3949,Life,"['life', 'life', 'life', 'life', 'life', 'life', 'life', 'life', 'life', 'life', 'life', 'life', 'life', 'life', 'life', 'life', 'life', 'life', 'life', 'life']",{'life': 1.0},life
3950,Life.,['and'],{'and': 1.0},and
3951,Lifesav.,['Lifesaver'],{'Lifesaver': 1.0},Lifesaver
3952,Lifestyles,['lifestyles'],{'lifestyles': 1.0},lifestyles
3953,Light,"['Ark-light', 'Light:']","{'Ark-light': 0.5, 'Light:': 0.5}",Ark-light
3954,Light.,"['Lightwave', 'Lighting', 'Lighting']","{'Lightwave': 0.3333333333333333, 'Lighting': 0.6666666666666666}",Lighting
3955,Ligure,['di'],{'di': 1.0},di
3956,Lijec,['Lijecnicki'],{'Lijecnicki': 1.0},Lijecnicki
3957,Lijec.,['Lijecnicki'],{'Lijecnicki': 1.0},Lijecnicki
3958,Lik.,['Likarska'],{'Likarska': 1.0},Likarska
3959,Lille,['physique'],{'physique': 1.0},physique
3960,Lima,"['obstetricia', 'Medicina']","{'obstetricia': 0.5, 'Medicina': 0.5}",obstetricia
3961,Limbs,['limbs'],{'limbs': 1.0},limbs
3962,Limnol,"['limnologie', 'Limnology']","{'limnologie': 0.5, 'Limnology': 0.5}",limnologie
3963,Limnol.,"['Limnology', 'Limnologie', 'Limnologie', 'Limnology', 'Limnology']","{'Limnology': 0.6, 'Limnologie': 0.4}",Limnology
3964,Limousines,['limousines'],{'limousines': 1.0},limousines
3965,Linc,['Lincoln'],{'Lincoln': 1.0},Lincoln
3966,Linc.,['Lincoln'],{'Lincoln': 1.0},Lincoln
3967,Lincei,['Lincei.'],{'Lincei.': 1.0},Lincei.
3968,Line,"['line', 'line']",{'line': 1.0},line
3969,Linear,['Non-Linear'],{'Non-Linear': 1.0},Non-Linear
3970,Lines,"['lines', 'lines']",{'lines': 1.0},lines
3971,Ling,['linguistique'],{'linguistique': 1.0},linguistique
3972,Ling.,['Linguistics'],{'Linguistics': 1.0},Linguistics
3973,Linguist,"['linguistica', 'linguistics', 'Linguistics', 'Linguistic']","{'linguistica': 0.25, 'linguistics': 0.25, 'Linguistics': 0.25, 'Linguistic': 0.25}",linguistica
3974,Linguist.,"['Linguistics', 'Linguistics', 'Linguistics', 'Linguistique', 'Linguistics', 'Linguistics']","{'Linguistics': 0.8333333333333334, 'Linguistique': 0.16666666666666666}",Linguistics
3975,Lingvist.,['Lingvisticae'],{'Lingvisticae': 1.0},Lingvisticae
3976,Linn.,['Linnean'],{'Linnean': 1.0},Linnean
3977,Linz.,['Linzer'],{'Linzer': 1.0},Linzer
3978,Lipid,"['lipid', 'lipid', 'lipid', 'lipid', 'lipid', 'lipid']",{'lipid': 1.0},lipid
3979,Lipidol,['lipidology'],{'lipidology': 1.0},lipidology
3980,Lipidol.,['Lipidology'],{'Lipidology': 1.0},Lipidology
3981,Lipids,"['lipids', 'lipids']",{'lipids': 1.0},lipids
3982,Liposome,['liposome'],{'liposome': 1.0},liposome
3983,Lipp,['Lippische'],{'Lippische': 1.0},Lippische
3984,Lippincotts,"[""Lippincott's"", ""Lippincott's""]","{""Lippincott's"": 1.0}",Lippincott's
3985,Liq,['liquid'],{'liquid': 1.0},liquid
3986,Liq.,"['Liquid', 'Liquids', 'Liquid', 'Liquid', 'Liquid', 'Liquids', 'Liquid', 'Liquid', 'Liquid', 'Liquid', 'Liquid', 'Liquid']","{'Liquid': 0.8333333333333334, 'Liquids': 0.16666666666666666}",Liquid
3987,Lisb,"['Tropical', 'Lisboa', 'Maternal']","{'Tropical': 0.3333333333333333, 'Lisboa': 0.3333333333333333, 'Maternal': 0.3333333333333333}",Tropical
3988,Lisb.,"['Tropical', 'Lisbon']","{'Tropical': 0.5, 'Lisbon': 0.5}",Tropical
3989,Lisboa,"['enfermagem', 'Enfermagem']","{'enfermagem': 0.5, 'Enfermagem': 0.5}",enfermagem
3990,List,['listy'],{'listy': 1.0},listy
3991,Listy,"['listy', 'listy', 'listy', 'listy']",{'listy': 1.0},listy
3992,Lit,"['literature', 'literature', 'literature', 'Literacy', 'Literature', 'Literature', 'Literatur', 'literary', 'literature', 'literature', 'literature', 'literature', 'literature', 'literature', 'literature']","{'literature': 0.6666666666666666, 'Literacy': 0.06666666666666667, 'Literature': 0.13333333333333333, 'Literatur': 0.06666666666666667, 'literary': 0.06666666666666667}",literature
3993,Lit.,"['Literature', 'Literature', 'Literature', 'Literature']",{'Literature': 1.0},Literature
3994,Lith.,"['Lithuania', 'Lithuanian', 'Lithuanian']","{'Lithuania': 0.3333333333333333, 'Lithuanian': 0.6666666666666666}",Lithuanian
3995,Lithol.,['Lithology'],{'Lithology': 1.0},Lithology
3996,Lithotr,['lithotripsy'],{'lithotripsy': 1.0},lithotripsy
3997,Lithotr.,['Lithotripsy'],{'Lithotripsy': 1.0},Lithotripsy
3998,Litt,"['fur', 'litteraire', 'litteraire', 'Litterature', 'litteraire', 'litterarum', 'litterature']","{'fur': 0.14285714285714285, 'litteraire': 0.42857142857142855, 'Litterature': 0.14285714285714285, 'litterarum': 0.14285714285714285, 'litterature': 0.14285714285714285}",litteraire
3999,Liver,"['liver', 'liver', 'liver', 'liver', 'liver']",{'liver': 1.0},liver
4000,Liverp,['Liverpool'],{'Liverpool': 1.0},Liverpool
4001,Living,"['living', 'living', 'living']",{'living': 1.0},living
4002,Local,['local'],{'local': 1.0},local
4003,Log,['log'],{'log': 1.0},log
4004,Log.,"['Logic', 'Logic', 'Logica', 'Logical', 'Logik', 'Logique', 'in', 'Logica', 'Logic', 'Logica', 'Logica', 'Logique', 'Logica', 'its', 'Logic', 'Logic', 'Logic', 'Logics', 'Logic', 'Logic', 'Logical', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic', 'Logical', 'Logic', 'Logica', 'Logic', 'Logica', 'Logical', 'Logicheskie', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic', 'Logic']","{'Logic': 0.64, 'Logica': 0.14, 'Logical': 0.08, 'Logik': 0.02, 'Logique': 0.04, 'in': 0.02, 'its': 0.02, 'Logics': 0.02, 'Logicheskie': 0.02}",Logic
4005,Logist.,"['Logistics', 'Logistics', 'Logistics']",{'Logistics': 1.0},Logistics
4006,Logop.,['Logopedica'],{'Logopedica': 1.0},Logopedica
4007,Logoped,['Logopedics'],{'Logopedics': 1.0},Logopedics
4008,Logoped.,['Logopedics'],{'Logopedics': 1.0},Logopedics
4009,Lomb,"['lombardo', 'lombarda', 'lombarda', 'Lombardia']","{'lombardo': 0.25, 'lombarda': 0.5, 'Lombardia': 0.25}",lombarda
4010,Lomb.,['Lombarda'],{'Lombarda': 1.0},Lombarda
4011,Lond,"['botany', 'hygiene', 'Studies', 'London', '2005', 'London', 'culture', 'administration', 'Analyst', 'Library', 'London', 'London', 'London', 'Probe', 'bulletin']","{'botany': 0.06666666666666667, 'hygiene': 0.06666666666666667, 'Studies': 0.06666666666666667, 'London': 0.3333333333333333, '2005': 0.06666666666666667, 'culture': 0.06666666666666667, 'administration': 0.06666666666666667, 'Analyst': 0.06666666666666667, 'Library': 0.06666666666666667, 'Probe': 0.06666666666666667, 'bulletin': 0.06666666666666667}",London
4012,Lond.,"['Society', 'London', 'Royal', 'Hygiene', 'Hygiene', 'Physiology', 'London', 'London', 'London']","{'Society': 0.1111111111111111, 'London': 0.4444444444444444, 'Royal': 0.1111111111111111, 'Hygiene': 0.2222222222222222, 'Physiology': 0.1111111111111111}",London
4013,London,"['the', 'the', 'Society', 'Society', 'record', 'Industry', 'Society', 'Society.', 'Society', 'Society', 'Society', 'Processes']","{'the': 0.16666666666666666, 'Society': 0.5, 'record': 0.08333333333333333, 'Industry': 0.08333333333333333, 'Society.': 0.08333333333333333, 'Processes': 0.08333333333333333}",Society
4014,Long,"['for', 'long', 'long']","{'for': 0.3333333333333333, 'long': 0.6666666666666666}",long
4015,Long.,['for'],{'for': 1.0},for
4016,Longterm,['longterm'],{'longterm': 1.0},longterm
4017,Lore,"['lore', 'lore']",{'lore': 1.0},lore
4018,Lorrains,['lorrains'],{'lorrains': 1.0},lorrains
4019,Los,"['the', 'the', 'the', 'the', 'the']",{'the': 1.0},the
4020,Loteria,['Revista'],{'Revista': 1.0},Revista
4021,Lothar.,"['Lotharingien', 'Lotharingien']",{'Lotharingien': 1.0},Lotharingien
4022,Louis,['de'],{'de': 1.0},de
4023,Louv,"['Louvain', 'Louvain', 'Louvain']",{'Louvain': 1.0},Louvain
4024,Low,"['lower', 'lower']",{'lower': 1.0},lower
4025,Low-Dimens.,['Low-dimensional'],{'Low-dimensional': 1.0},Low-dimensional
4026,Low.,['Lower'],{'Lower': 1.0},Lower
4027,Lubr.,"['Lubrication', 'Lubrication', 'Lubrication', 'Lubrication', 'Lubrication', 'Lubricants']","{'Lubrication': 0.8333333333333334, 'Lubricants': 0.16666666666666666}",Lubrication
4028,Luft,['Luft-'],{'Luft-': 1.0},Luft-
4029,Luftbildwes.,['Luftbildwesen'],{'Luftbildwesen': 1.0},Luftbildwesen
4030,Luftfahrtforsch.,['Luftfahrtforschung'],{'Luftfahrtforschung': 1.0},Luftfahrtforschung
4031,Luka,['Mathematicians'],{'Mathematicians': 1.0},Mathematicians
4032,Lukes,"[""Luke's"", ""Luke's"", ""Luke's"", 'St.']","{""Luke's"": 0.75, 'St.': 0.25}",Luke's
4033,Lumin.,['Luminescence'],{'Luminescence': 1.0},Luminescence
4034,Lumpur,['Society'],{'Society': 1.0},Society
4035,Lun,['lun'],{'lun': 1.0},lun
4036,Lung,"['lung', 'lung', 'lung']",{'lung': 1.0},lung
4037,Luonnont.,['Luonnontieteellisiä'],{'Luonnontieteellisiä': 1.0},Luonnontieteellisiä
4038,Lusit,"['Hispano-Lusitana', 'hispano-lusitana', 'hispano-lusitana.']","{'Hispano-Lusitana': 0.3333333333333333, 'hispano-lusitana': 0.3333333333333333, 'hispano-lusitana.': 0.3333333333333333}",Hispano-Lusitana
4039,Lusit.,"['Hispano-Lusitana', 'Hispano-Lusitana', 'Hispano-Lusitana.']","{'Hispano-Lusitana': 0.6666666666666666, 'Hispano-Lusitana.': 0.3333333333333333}",Hispano-Lusitana
4040,Luso-Braz,['Luso-Brazilian'],{'Luso-Brazilian': 1.0},Luso-Brazilian
4041,Lymphat,['Lymphatic'],{'Lymphatic': 1.0},Lymphatic
4042,Lymphat.,['Lymphatic'],{'Lymphatic': 1.0},Lymphatic
4043,Lymphatics,['lymphatics'],{'lymphatics': 1.0},lymphatics
4044,Lymphoma,"['lymphoma', 'lymphoma', 'lymphoma']",{'lymphoma': 1.0},lymphoma
4045,Lyon,"['lyonnais', 'lyonnaises', 'lyonnaise']","{'lyonnais': 0.3333333333333333, 'lyonnaises': 0.3333333333333333, 'lyonnaise': 0.3333333333333333}",lyonnais
4046,Lyon.,['Lyonnaise'],{'Lyonnaise': 1.0},Lyonnaise
4047,LÖBF-Schr.reihe,['LÖBF-Schriftenreihe'],{'LÖBF-Schriftenreihe': 1.0},LÖBF-Schriftenreihe
4048,LÖLF-Mitt.,['LÖLF-Mitteilungen'],{'LÖLF-Mitteilungen': 1.0},LÖLF-Mitteilungen
4049,M,"['M.', 'M.', 'M.', ""d'outre-mer"", 'Mexico', 'Mexico', 'Mexico', 'Mexico', 'Mexico', 'Mexico']","{'M.': 0.3, ""d'outre-mer"": 0.1, 'Mexico': 0.6}",Mexico
4050,M.,"['Mexico', 'Mexico', 'Matthiae']","{'Mexico': 0.6666666666666666, 'Matthiae': 0.3333333333333333}",Mexico
4051,MAT,['MAT.'],{'MAT.': 1.0},MAT.
4052,MATH,['MATHEMATICS'],{'MATHEMATICS': 1.0},MATHEMATICS
4053,MCN,['MCN.'],{'MCN.': 1.0},MCN.
4054,MI,['Mich.'],{'Mich.': 1.0},Mich.
4055,MIC---Model.,['Modeling'],{'Modeling': 1.0},Modeling
4056,MITS,"[""MIT's""]","{""MIT's"": 1.0}",MIT's
4057,MLO,['MLO:'],{'MLO:': 1.0},MLO:
4058,MLQ,['MLQ.'],{'MLQ.': 1.0},MLQ.
4059,MMWR,['MMWR.'],{'MMWR.': 1.0},MMWR.
4060,Maandbl,['maandblad'],{'maandblad': 1.0},maandblad
4061,Maandschr,['Maandschrift'],{'Maandschrift': 1.0},Maandschrift
4062,Maandschr.,['Maandschrift'],{'Maandschrift': 1.0},Maandschrift
4063,Maastrich,['Maastricht'],{'Maastricht': 1.0},Maastricht
4064,Maatsch,['maatschappij'],{'maatschappij': 1.0},maatschappij
4065,Maced.,['Macedonian'],{'Macedonian': 1.0},Macedonian
4066,Mach,"['machine', 'man-machine']","{'machine': 0.5, 'man-machine': 0.5}",machine
4067,Mach.,"['Machine', 'Machines', 'Man-Machine', 'Machinery', 'Machine', 'Machine', 'Machine', 'Machine', 'Machine', 'Machine', 'Machining', 'Machine', 'Machine', 'Machine', 'Machine', 'Machining', 'Machinability', 'Machines', 'Machine']","{'Machine': 0.631578947368421, 'Machines': 0.10526315789473684, 'Man-Machine': 0.05263157894736842, 'Machinery': 0.05263157894736842, 'Machining': 0.10526315789473684, 'Machinability': 0.05263157894736842}",Machine
4068,Macleans,"[""Maclean's""]","{""Maclean's"": 1.0}",Maclean's
4069,Macroecon,['macroeconomics'],{'macroeconomics': 1.0},macroeconomics
4070,Macroecon.,['Macroeconomic'],{'Macroeconomic': 1.0},Macroeconomic
4071,Macromol,"['macromolecules', 'Macromolecular']","{'macromolecules': 0.5, 'Macromolecular': 0.5}",macromolecules
4072,Macromol.,"['Macromolecules', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular', 'Macromolecular']","{'Macromolecules': 0.045454545454545456, 'Macromolecular': 0.9545454545454546}",Macromolecular
4073,Madda,['u-madda'],{'u-madda': 1.0},u-madda
4074,Made,['made'],{'made': 1.0},made
4075,Madr,"['immunopathologia', 'hospitalaria', 'Medicina', 'neurobiologia', 'Medicina', 'dental', 'Madrid.', 'tropical']","{'immunopathologia': 0.125, 'hospitalaria': 0.125, 'Medicina': 0.25, 'neurobiologia': 0.125, 'dental': 0.125, 'Madrid.': 0.125, 'tropical': 0.125}",Medicina
4076,Madr.,"['Immunopathologia', 'Medicina', 'Neurobiologia', 'Dental']","{'Immunopathologia': 0.25, 'Medicina': 0.25, 'Neurobiologia': 0.25, 'Dental': 0.25}",Immunopathologia
4077,Maen,['maen'],{'maen': 1.0},maen
4078,Mag,"['magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'Magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'Magazine', 'Magazin', 'Magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'Magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine', 'magazine']","{'magazine': 0.8958333333333334, 'Magazine': 0.08333333333333333, 'Magazin': 0.020833333333333332}",magazine
4079,Mag.,"['Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazin', 'Magazine', 'magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine', 'Magazine']","{'Magazine': 0.971830985915493, 'Magazin': 0.014084507042253521, 'magazine': 0.014084507042253521}",Magazine
4080,Magazine,['magazine'],{'magazine': 1.0},magazine
4081,Magen.,['Magen'],{'Magen': 1.0},Magen
4082,Maghreb,['maghrebine'],{'maghrebine': 1.0},maghrebine
4083,Magn,"['magnetic', 'magnetics', 'magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'magnetic']","{'magnetic': 0.375, 'magnetics': 0.125, 'Magnetic': 0.5}",Magnetic
4084,Magn.,"['Magnetic', 'Magnetism', 'Magnetic', 'Magnetism', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'Magenetic', 'Magnetics', 'Magnetics', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetism', 'Magnetics', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetic', 'Magnetism', 'Magnetism']","{'Magnetic': 0.71875, 'Magnetism': 0.15625, 'Magenetic': 0.03125, 'Magnetics': 0.09375}",Magnetic
4085,Magnes,['Magnesium'],{'Magnesium': 1.0},Magnesium
4086,Magnes.,"['Magnesium', 'Magnesium']",{'Magnesium': 1.0},Magnesium
4087,Magnetobiol.,['Magnetobiology'],{'Magnetobiology': 1.0},Magnetobiology
4088,Magy,"['Magyar', 'Magyar', 'Magyar', 'Magyar', 'Magyar', 'Magyar']",{'Magyar': 1.0},Magyar
4089,Magy.,"['Magyar', 'Magyar', 'Magyar', 'Magyar']",{'Magyar': 1.0},Magyar
4090,Mai,['mai'],{'mai': 1.0},mai
4091,Major,['major'],{'major': 1.0},major
4092,Mak,"['making', 'Making']","{'making': 0.5, 'Making': 0.5}",making
4093,Mak.,"['Making', 'Making', 'Making']",{'Making': 1.0},Making
4094,Makromol.,"['Makromolekulare', 'Makromolekulare', 'Makromolekulare', 'Makromolekulare', 'Makromolekulare', 'Makromolekulare']",{'Makromolekulare': 1.0},Makromolekulare
4095,Mal,"['malattie', 'malattie', 'maladies', 'malattie', 'malattie', 'malattie', 'malattie', 'maladies', 'Malattie', 'maladies', 'maladies', 'maladies', 'du']","{'malattie': 0.46153846153846156, 'maladies': 0.38461538461538464, 'Malattie': 0.07692307692307693, 'du': 0.07692307692307693}",malattie
4096,Mal.,"['Maladies', 'Malattie', 'Malattie', 'Maladies', 'Malattie', 'Maladies', 'du', 'Maladies']","{'Maladies': 0.5, 'Malattie': 0.375, 'du': 0.125}",Maladies
4097,Malar,"['Malaria', 'Malaria', 'Malaria']",{'Malaria': 1.0},Malaria
4098,Malar.,['Malaria'],{'Malaria': 1.0},Malaria
4099,Malariol,"['malariology', 'malariologia']","{'malariology': 0.5, 'malariologia': 0.5}",malariology
4100,Malariol.,"['Malariology', 'Malariologia', 'Malariologia']","{'Malariology': 0.3333333333333333, 'Malariologia': 0.6666666666666666}",Malariologia
4101,Malays,"['Malaysia', 'Malaysian', 'Malaysian', 'Malaysian']","{'Malaysia': 0.25, 'Malaysian': 0.75}",Malaysian
4102,Malays.,"['Malaysian', 'Malaysia', 'Malaysian', 'Malaysian', 'Malaysian']","{'Malaysian': 0.8, 'Malaysia': 0.2}",Malaysian
4103,Male,['male'],{'male': 1.0},male
4104,Mali,['maliennes'],{'maliennes': 1.0},maliennes
4105,Malig.,['Malignancy'],{'Malignancy': 1.0},Malignancy
4106,Malpract,"['Malpractice', 'malpractice']","{'Malpractice': 0.5, 'malpractice': 0.5}",Malpractice
4107,Malpract.,['Malpractice'],{'Malpractice': 1.0},Malpractice
4108,Maltreat,['maltreatment'],{'maltreatment': 1.0},maltreatment
4109,Maltreat.,['Maltreatment'],{'Maltreatment': 1.0},Maltreatment
4110,Mamm,['mammalian'],{'mammalian': 1.0},mammalian
4111,Mamm.,"['Mammal', 'Mammalian', 'Mammalian']","{'Mammal': 0.3333333333333333, 'Mammalian': 0.6666666666666666}",Mammalian
4112,Mammal,['mammalogy'],{'mammalogy': 1.0},mammalogy
4113,Mammal.,['Mammalogy'],{'Mammalogy': 1.0},Mammalogy
4114,Mammary,['mammary'],{'mammary': 1.0},mammary
4115,Man,"['man', 'of', 'Manitoba', 'Manual', 'man', 'manual.', 'of']","{'man': 0.2857142857142857, 'of': 0.2857142857142857, 'Manitoba': 0.14285714285714285, 'Manual': 0.14285714285714285, 'manual.': 0.14285714285714285}",man
4116,Man-Mach.,['Man-Machine'],{'Man-Machine': 1.0},Man-Machine
4117,Man.,['Manuales'],{'Manuales': 1.0},Manuales
4118,Manag,"['management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'manager', 'manager', 'management', 'management', 'Management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'Managed', 'Managed', 'Managed', 'management', 'management', 'management', 'management', 'Management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'managers', 'managed', 'manager', 'care', 'management']","{'management': 0.7708333333333334, 'manager': 0.0625, 'Management': 0.041666666666666664, 'Managed': 0.0625, 'managers': 0.020833333333333332, 'managed': 0.020833333333333332, 'care': 0.020833333333333332}",management
